Question	Answer	Tags
"Question:
What is dilated cardiomyopathy?"	"Answer:
Enlarged heart, decreased contractility, systolic dysfunction"	ccrn::cardio cardiomyopathy
"Question:
What causes dilated cardiomyopathy?"	"Answer:
Idiopathic, viral, alcohol, chemotherapy, peripartum"	ccrn::cardio cardiomyopathy
"Question:
What is EF in dilated cardiomyopathy?"	"Answer:
< 40%"	ccrn::cardio cardiomyopathy
"Question:
What is hypertrophic cardiomyopathy?"	"Answer:
Thickened ventricular wall, decreased compliance, diastolic dysfunction"	ccrn::cardio cardiomyopathy
"Question:
What causes hypertrophic cardiomyopathy?"	"Answer:
Genetic (autosomal dominant)"	ccrn::cardio cardiomyopathy
"Question:
What is EF in hypertrophic cardiomyopathy?"	"Answer:
Normal or increased (> 50%)"	ccrn::cardio cardiomyopathy
"Question:
What heart sound in hypertrophic cardiomyopathy?"	"Answer:
S4"	ccrn::cardio heart_sounds cardiomyopathy
"Question:
What drugs for dilated cardiomyopathy?"	"Answer:
Increase contractility, decrease preload and afterload"	ccrn::cardio cardiomyopathy
"Question:
What drugs for hypertrophic cardiomyopathy?"	"Answer:
Beta blockers, calcium channel blockers (decrease HR, increase filling time)"	ccrn::cardio cardiomyopathy
"Question:
What is cardiogenic shock?"	"Answer:
Most extreme HF when compensatory mechanisms fail"	ccrn::cardio shock
"Question:
What causes cardiogenic shock?"	"Answer:
Extreme drop in SV from systolic dysfunction"	ccrn::cardio shock
"Question:
What is result of cardiogenic shock?"	"Answer:
Elevated PAOP, elevated SVR, decreased CO, inadequate organ perfusion"	ccrn::cardio shock
"Question:
What are etiologies of cardiogenic shock?"	"Answer:
Acute MI, chronic HF, cardiomyopathy, dysrhythmias, tamponade, papillary muscle rupture"	ccrn::cardio shock
"Question:
Why is papillary muscle rupture life-threatening?"	"Answer:
Obliterates mitral valve; requires immediate surgery"	ccrn::cardio
"Question:
What are signs of cardiogenic shock?"	"Answer:
Hypotension, tachycardia, decreased urine output, cool/clammy skin, altered mental status, elevated PAOP, low CO/CI"	ccrn::cardio shock
"Question:
What is treatment of cardiogenic shock?"	"Answer:
Identify cause, manage arrhythmias, reperfusion if STEMI, emergent surgery if mechanical problem, mechanical support"	ccrn::cardio shock
"Question:
What is IABP used for?"	"Answer:
LV heart failure, cardiogenic shock, cardiomyopathies, bridge to transplant"	ccrn::cardio hemodynamics iabp
"Question:
What does balloon do?"	"Answer:
Inflates and deflates"	ccrn::cardio interventions
"Question:
When does balloon inflate?"	"Answer:
At dicrotic notch, beginning of diastole"	ccrn::cardio interventions iabp
"Question:
What are benefits of balloon inflation?"	"Answer:
Increases coronary artery perfusion, increases diastolic BP"	ccrn::cardio interventions
"Question:
When does balloon deflate?"	"Answer:
Right before systole"	ccrn::cardio interventions iabp
"Question:
What triggers balloon deflation?"	"Answer:
R-wave of ECG or upstroke of arterial pressure wave"	ccrn::cardio interventions
"Question:
What are benefits of balloon deflation?"	"Answer:
Decreases afterload, decreases myocardial oxygen demand, increases CO/SV"	ccrn::cardio interventions
"Question:
What happens during cardiopulmonary bypass?"	"Answer:
Aortic cross-clamping, heart stopped"	ccrn::cardio cardiac_surgery
"Question:
What are common cannulation sites for bypass?"	"Answer:
Aorta, right atrium"	ccrn::cardio cardiac_surgery
"Question:
What does longer bypass time cause?"	"Answer:
More bleeding, more complications"	ccrn::cardio cardiac_surgery
"Question:
What is priming during bypass?"	"Answer:
Hemodilution with isotonic crystalloids; enhances oxygenation"	ccrn::cardio acs cardiac_surgery
"Question:
What temperature during bypass?"	"Answer:
Hypothermia (28-36°C)"	ccrn::cardio cardiac_surgery
"Question:
What anticoagulation during bypass?"	"Answer:
Large heparin doses"	ccrn::cardio cardiac_surgery meds
"Question:
How is cardiac arrest achieved during bypass?"	"Answer:
Potassium cardioplegic agent infused during diastole"	ccrn::cardio cardiac_surgery
"Question:
What are post-CABG complications?"	"Answer:
Hemodynamic abnormalities, arrhythmias, tamponade, pericarditis, electrolyte abnormalities, bleeding, pulmonary problems, pain/anxiety, renal failure, glycemic control issues, GI problems, infections"	ccrn::cardio cardiac_surgery
"Question:
How to maintain chest tube patency?"	"Answer:
No dependent loops; gently milk if clots appear"	ccrn::cardio
"Question:
Is routine milking/stripping of chest tubes indicated?"	"Answer:
No"	ccrn::cardio acs
"Question:
What do mediastinal chest tubes remove?"	"Answer:
Serosanguinous fluid from operative site"	ccrn::cardio
"Question:
What do pleural chest tubes remove?"	"Answer:
Air, blood, serous fluid from pleural space"	ccrn::cardio
"Question:
Where to keep chest tubes?"	"Answer:
Lower than patient's chest"	ccrn::cardio
"Question:
When to clamp chest tubes?"	"Answer:
Only when changing drainage system or system disconnect"	ccrn::cardio
"Question:
Why not clamp chest tubes routinely?"	"Answer:
Loses connection to negative chamber"	ccrn::cardio
"Question:
What chest tube output requires intervention?"	"Answer:
> 100 mL for 2 consecutive hours"	ccrn::cardio
"Question:
How to maintain hemodynamic stability post-CABG?"	"Answer:
Correct volume status, administer blood products"	ccrn::cardio acs vascular cardiac_surgery
"Question:
What are mechanical valve advantages?"	"Answer:
Durable, long-lasting"	ccrn::cardio valves
"Question:
What are mechanical valve disadvantages?"	"Answer:
Require lifelong anticoagulation"	ccrn::cardio valves
"Question:
What are biological valve advantages?"	"Answer:
No lifelong anticoagulation (only antiplatelet)"	ccrn::cardio valves
"Question:
What are biological valve disadvantages?"	"Answer:
Less durable, may need replacement"	ccrn::cardio valves
"Question:
What anticoagulation for mechanical valve?"	"Answer:
Warfarin (lifelong)"	ccrn::cardio valves
"Question:
What anticoagulation for biological valve?"	"Answer:
Antiplatelet therapy (aspirin)"	ccrn::cardio valves meds
"Question:
Why avoid drop in preload post-valve surgery?"	"Answer:
Patients had elevated end-diastolic volumes; sudden normalization causes hypotension"	ccrn::cardio valves cardiac_surgery
"Question:
Why anticipate conduction disturbances post-valve surgery?"	"Answer:
Valves anatomically close to conduction pathways"	ccrn::cardio valves cardiac_surgery
"Question:
What may be needed post-valve surgery for conduction?"	"Answer:
Temporary or permanent pacing"	ccrn::cardio valves cardiac_surgery
"Question:
What is TAVR?"	"Answer:
Transcatheter aortic valve replacement"	ccrn::cardio cardiac_surgery
"Question:
When was TAVR approved?"	"Answer:
2011"	ccrn::cardio cardiac_surgery
"Question:
What is TAVR procedure?"	"Answer:
Placement of collapsible prosthetic valve (bovine/porcine) over diseased valve"	ccrn::cardio cardiac_surgery
"Question:
What is TAVR access?"	"Answer:
Percutaneous or small incision; usually femoral artery"	ccrn::cardio cardiac_surgery
"Question:
Where is TAVR performed?"	"Answer:
Modified cardiac cath lab"	ccrn::cardio cardiac_surgery
"Question:
Who are ideal TAVR candidates?"	"Answer:
Severe aortic valve disease, high-risk for open surgery"	ccrn::cardio cardiac_surgery
"Question:
Can intermediate-risk patients get TAVR?"	"Answer:
Yes, if heart valve team decides"	ccrn::cardio cardiac_surgery
"Question:
Are extreme high-risk/inoperable or low-risk patients TAVR candidates?"	"Answer:
No"	ccrn::cardio cardiac_surgery
"Question:
What are TAVR complications?"	"Answer:
Vascular complications (hematomas, retroperitoneal bleed, arterial occlusion), heart block, stroke, AKI, paravalvular regurgitation"	ccrn::cardio cardiac_surgery
"Question:
What antiplatelet therapy post-TAVR?"	"Answer:
Aspirin 75-100 mg/day for life; clopidogrel 75 mg/day for 3-6 months"	ccrn::cardio cardiac_surgery meds
"Question:
What are tamponade etiologies?"	"Answer:
Post-cardiac surgery, pericarditis, pericardial effusion, trauma"	ccrn::cardio tamponade
"Question:
What are signs/symptoms of tamponade?"	"Answer:
Restlessness, agitation, hypotension, elevated JVD, equalization of pressures (CVP=PAD=PAOP), muffled heart sounds, enlarged cardiac silhouette, narrowed pulse pressure, pulsus paradoxus"	ccrn::cardio tamponade
"Question:
What is example of narrowed pulse pressure in tamponade?"	"Answer:
82/68"	ccrn::cardio hemodynamics tamponade
"Question:
What is pulsus paradoxus?"	"Answer:
Excessive drop (> 12 mmHg) in SBP during inspiration"	ccrn::cardio tamponade
"Question:
What causes pulsus paradoxus in tamponade?"	"Answer:
Cardiac restriction with inspiration; increased intrathoracic pressure, decreased venous return"	ccrn::cardio tamponade
"Question:
How is pulsus paradoxus best seen?"	"Answer:
Respiratory variation on arterial waveform"	ccrn::cardio tamponade
"Question:
What is treatment for post-op cardiac surgery tamponade?"	"Answer:
Emergent return to OR"	ccrn::cardio cardiac_surgery tamponade
"Question:
What is treatment for medical tamponade?"	"Answer:
Emergent pericardiocentesis"	ccrn::cardio tamponade
"Question:
Which valve most at risk for trauma rupture?"	"Answer:
Aortic valve (most anterior)"	ccrn::cardio valves
"Question:
What differentiates myocardial contusion from pericarditis?"	"Answer:
Pericarditis has friction rub, pain worse with inspiration/positional; contusion has MI-like symptoms"	ccrn::cardio
"Question:
What is an aneurysm?"	"Answer:
Localized blood-filled outpouching in artery wall"	ccrn::cardio aneurysm
"Question:
What determines rupture risk?"	"Answer:
Size (larger = more likely to rupture)"	ccrn::cardio acs
"Question:
What are aneurysm etiologies?"	"Answer:
Arteriosclerosis, HTN, smoking, obesity, bacterial infection, congenital, trauma, Marfan syndrome"	ccrn::cardio aneurysm
"Question:
What percent of CV aneurysms are abdominal aortic?"	"Answer:
75%"	ccrn::cardio valves acs aneurysm
"Question:
What are AAA signs/symptoms?"	"Answer:
Asymptomatic if small, abdominal pulsations, abdominal/low back pain, nausea, vomiting, shock"	ccrn::cardio aneurysm
"Question:
What percent of CV aneurysms are thoracic aortic?"	"Answer:
25%"	ccrn::cardio valves aneurysm
"Question:
What are thoracic aneurysm signs/symptoms?"	"Answer:
Sudden tearing/ripping chest pain radiating to shoulders/neck/back, cough, hoarseness, dysphagia, dyspnea, dizziness, difficulty walking/speaking, widened mediastinum on CXR"	ccrn::cardio aneurysm
"Question:
How to treat aneurysm < 5 cm with no symptoms?"	"Answer:
Monitor regularly (ultrasound/CT), treat HTN with beta blockers"	ccrn::cardio aneurysm
"Question:
Are Marfan patients treated sooner for aneurysm?"	"Answer:
Yes"	ccrn::cardio aneurysm
"Question:
How to treat thoracic aneurysm > 6 cm or symptomatic?"	"Answer:
Surgical repair"	ccrn::cardio aneurysm
"Question:
What is treatment for dissection?"	"Answer:
SURGERY; aggressive HTN and HR control (labetalol drip)"	ccrn::cardio aneurysm meds
"Question:
What is aortic dissection?"	"Answer:
Blood passes through inner lining between aortic layers"	ccrn::cardio valves aneurysm
"Question:
What is tear pattern in dissection?"	"Answer:
Spiral"	ccrn::cardio aneurysm
"Question:
Can dissection occur suddenly or gradually?"	"Answer:
Both"	ccrn::cardio aneurysm
"Question:
Where does dissection occur?"	"Answer:
Ascending aorta or aortic arch"	ccrn::cardio aneurysm
"Question:
Is dissection life-threatening?"	"Answer:
Yes; requires immediate surgical intervention"	ccrn::cardio aneurysm
"Question:
What is aspirin used for in ACS?"	"Answer:
Antiplatelet; reduces mortality"	ccrn::cardio acs meds
"Question:
What is clopidogrel (Plavix)?"	"Answer:
Antiplatelet; ADP receptor antagonist; prevents platelet aggregation"	ccrn::cardio meds
"Question:
What is abciximab (Reopro)?"	"Answer:
GP IIb/IIIa inhibitor; antiplatelet; prevents platelet aggregation"	ccrn::cardio
"Question:
What is eptifibatide (Integrilin)?"	"Answer:
GP IIb/IIIa inhibitor; antiplatelet; prevents platelet aggregation"	ccrn::cardio
"Question:
What is tirofiban (Aggrastat)?"	"Answer:
GP IIb/IIIa inhibitor; antiplatelet; prevents platelet aggregation"	ccrn::cardio
"Question:
What is metoprolol (Lopressor)?"	"Answer:
Cardioselective beta blocker; decreases HR, contractility, BP; for ACS, HTN, HF"	ccrn::cardio meds
"Question:
What is propranolol (Inderal)?"	"Answer:
Non-cardioselective beta blocker; affects heart and lungs; avoid in ACS"	ccrn::cardio
"Question:
What is nitroglycerin?"	"Answer:
Nitrate; vasodilator; decreases preload; for angina, ACS, HF"	ccrn::cardio meds
"Question:
What is morphine used for in ACS?"	"Answer:
Pain relief; decreases anxiety, preload, afterload"	ccrn::cardio acs meds
"Question:
What is heparin?"	"Answer:
Anticoagulant; prevents clot formation/extension; for ACS"	ccrn::cardio meds
"Question:
What is enoxaparin?"	"Answer:
Low molecular weight heparin; anticoagulant; for ACS"	ccrn::cardio meds
"Question:
What is nitroprusside (Nipride)?"	"Answer:
Preload and afterload reducer; for hypertensive crisis"	ccrn::cardio meds
"Question:
What is labetalol (Normodyne)?"	"Answer:
Alpha and beta blocker; for hypertensive crisis; duration 4-6 hours"	ccrn::cardio meds
"Question:
What is furosemide (Lasix)?"	"Answer:
Loop diuretic; decreases preload; for HF, pulmonary edema"	ccrn::cardio acs meds
"Question:
What is digoxin?"	"Answer:
Cardiac glycoside; weak positive inotrope; slows AV conduction; for HF, atrial fibrillation"	ccrn::cardio meds
"Question:
What is dopamine at low dose (< 5 mcg/kg/min)?"	"Answer:
Dopaminergic; renal vasodilation"	ccrn::cardio acs meds
"Question:
What is dopamine at medium dose (5-10 mcg/kg/min)?"	"Answer:
Beta-1 agonist; positive inotrope"	ccrn::cardio acs meds
"Question:
What is dopamine at high dose (> 10 mcg/kg/min)?"	"Answer:
Alpha agonist; vasoconstriction"	ccrn::cardio acs meds
"Question:
What is dobutamine?"	"Answer:
Beta-1 agonist; positive inotrope; for HF, cardiogenic shock"	ccrn::cardio acs meds
"Question:
What is milrinone?"	"Answer:
Phosphodiesterase inhibitor; positive inotrope and vasodilator; for HF"	ccrn::cardio acs meds
"Question:
What is atropine?"	"Answer:
Anticholinergic; increases HR; for symptomatic bradycardia"	ccrn::cardio meds
"Question:
What is amiodarone?"	"Answer:
Antiarrhythmic; for VT, VF, atrial fibrillation; causes QT prolongation"	ccrn::cardio acs meds
"Question:
What is adenosine?"	"Answer:
Antiarrhythmic; slows AV conduction; for SVT; avoid in pre-excited AF"	ccrn::cardio meds
"Question:
What is magnesium used for in arrhythmias?"	"Answer:
Treatment for torsades de pointes"	ccrn::cardio acs dysrhythmias meds
"Question:
What is alteplase (tPA)?"	"Answer:
Fibrinolytic; breaks down clots; for STEMI, ischemic stroke, PE"	ccrn::cardio meds
